total polygons,1219
1994,"[486.0, 1817.0, 58, 'r']"
1995,"[330.0, 1768.0, 6, 'r']"
1996,"[627.0, 2281.0, 16, 'r']"
1998,"[724.0, 2042.0, 15, 'r']"
1999,"[622.0, 2281.0, 14, 'r']"
2000,"[696.0, 2213.0, 21, 'r']"
2002,"[321, 1789, 20, 'e']"
2003,"[494.0, 1785.0, 17, 'r']"
2004,"[682.0, 1959.0, 20, 'r']"
2006,"[449.0, 1603.0, 39, 'r']"
2008,"[700.0, 1818.0, 30, 'r']"
2009,"[731.0, 2010.0, 7, 'r']"
2011,"[831.0, 2258.0, 35, 'r']"
2013,"[633.0, 1870.0, 10, 'r']"
2014,"[742.0, 1924.0, 14, 'r']"
2015,"[634.0, 1868.0, 10, 'r']"
2017,"[384, 1503, 15, 'e']"
2018,"[679.0, 1970.0, 23, 'r']"
2019,"[487.0, 1817.0, 29, 'r']"
2020,"[740.0, 1924.0, 13, 'r']"
2021,"[503.0, 1743.0, 38, 'r']"
2022,"[685.0, 2003.0, 24, 'r']"
2027,"[383.0, 1711.0, 30, 'r']"
2029,"[580.0, 1821.0, 9, 'r']"
2030,"[583.0, 1820.0, 9, 'r']"
2031,"[680.0, 1968.0, 18, 'r']"
2034,"[626.0, 2281.0, 14, 'r']"
2038,"[4094.0, 1043.0, 5, 'r']"
2039,"[4099.0, 1053.0, 12, 'r']"
2041,"[4089, 1073, 26, 'e']"
2042,"[4078.0, 1105.0, 11, 'r']"
2043,"[4093.0, 1067.0, 15, 'r']"
2044,"[4087.0, 1073.0, 42, 'r']"
2045,"[4080.0, 1022.0, 26, 'r']"
2046,"[4069, 1105, 21, 'e']"
process time,125.98303294181824
