total polygons,1531
1670,"[845.0, 531.0, 21, 'r']"
1671,"[867.0, 506.0, 6, 'r']"
1672,"[879.0, 511.0, 7, 'r']"
1673,"[870.0, 514.0, 7, 'r']"
1675,"[855.0, 506.0, 5, 'r']"
1677,"[822.0, 529.0, 23, 'r']"
1678,"[866.0, 510.0, 7, 'r']"
1679,"[879.0, 500.0, 5, 'r']"
1680,"[855.0, 466.0, 15, 'r']"
1681,"[855.0, 466.0, 19, 'r']"
1682,"[856.0, 465.0, 31, 'r']"
1683,"[856.0, 466.0, 10, 'r']"
1684,"[883.0, 508.0, 6, 'r']"
1685,"[829.0, 492.0, 5, 'r']"
1686,"[886.0, 524.0, 5, 'r']"
1687,"[870.0, 507.0, 5, 'r']"
1688,"[878.0, 511.0, 6, 'r']"
1689,"[867.0, 518.0, 8, 'r']"
1690,"[885.0, 521.0, 5, 'r']"
1691,"[844.0, 494.0, 6, 'r']"
1693,"[856.0, 507.0, 6, 'r']"
1695,"[878.0, 508.0, 7, 'r']"
1696,"[843.0, 481.0, 6, 'r']"
1697,"[883.0, 519.0, 6, 'r']"
1698,"[839.0, 509.0, 5, 'r']"
1699,"[867.0, 516.0, 5, 'r']"
1700,"[849.0, 528.0, 30, 'r']"
1701,"[851.0, 531.0, 31, 'r']"
1702,"[874.0, 510.0, 9, 'r']"
1703,"[842.0, 482.0, 7, 'r']"
1704,"[883.0, 517.0, 5, 'r']"
1705,"[839.0, 497.0, 5, 'r']"
1706,"[853.0, 531.0, 27, 'r']"
1707,"[874.0, 508.0, 19, 'r']"
1709,"[855.0, 466.0, 11, 'r']"
1710,"[871.0, 510.0, 5, 'r']"
1711,"[856.0, 466.0, 9, 'r']"
1712,"[879.0, 511.0, 8, 'r']"
1713,"[857.0, 467.0, 17, 'r']"
1714,"[844.0, 485.0, 36, 'r']"
1715,"[837.0, 496.0, 5, 'r']"
1716,"[824.0, 525.0, 5, 'r']"
1717,"[881.0, 512.0, 5, 'r']"
1718,"[874.0, 516.0, 5, 'r']"
1719,"[837.0, 494.0, 5, 'r']"
1720,"[862, 497, 10, 'e']"
1721,"[855.0, 507.0, 6, 'r']"
1722,"[822.0, 529.0, 15, 'r']"
1723,"[866.0, 510.0, 5, 'r']"
1724,"[879.0, 513.0, 5, 'r']"
1725,"[871.0, 515.0, 5, 'r']"
1726,"[834.0, 490.0, 5, 'r']"
1727,"[868.0, 522.0, 5, 'r']"
1728,"[839.0, 509.0, 5, 'r']"
1729,"[858.0, 502.0, 5, 'r']"
1732,"[866.0, 1247.0, 16, 'r']"
1733,"[831.0, 1242.0, 6, 'r']"
1734,"[846.0, 1187.0, 5, 'r']"
1735,"[849.0, 1192.0, 7, 'r']"
1736,"[854.0, 1249.0, 5, 'r']"
1737,"[829.0, 1220.0, 6, 'r']"
1738,"[844.0, 1193.0, 5, 'r']"
1739,"[845.0, 1189.0, 22, 'r']"
1740,"[846.0, 1176.0, 45, 'r']"
1742,"[868.0, 1247.0, 26, 'r']"
1743,"[818.0, 1248.0, 5, 'r']"
1745,"[844.0, 1192.0, 8, 'r']"
1746,"[845.0, 1187.0, 6, 'r']"
1747,"[846.0, 1187.0, 8, 'r']"
1748,"[849.0, 1255.0, 9, 'r']"
1749,"[852.0, 1190.0, 5, 'r']"
1750,"[831.0, 1221.0, 11, 'r']"
1751,"[834.0, 1215.0, 7, 'r']"
1752,"[849.0, 1185.0, 5, 'r']"
1753,"[852.0, 1189.0, 7, 'r']"
1754,"[853.0, 1180.0, 7, 'r']"
1756,"[831.0, 1223.0, 6, 'r']"
1757,"[844.0, 1193.0, 5, 'r']"
1758,"[845.0, 1193.0, 5, 'r']"
1759,"[870.0, 1256.0, 11, 'r']"
1762,"[851.0, 1191.0, 12, 'r']"
1763,"[870.0, 1246.0, 5, 'r']"
1765,"[845.0, 1193.0, 5, 'r']"
1766,"[847.0, 1190.0, 5, 'r']"
1767,"[817.0, 1260.0, 8, 'r']"
1768,"[869.0, 1257.0, 6, 'r']"
1769,"[855.0, 1181.0, 7, 'r']"
1770,"[819.0, 1248.0, 6, 'r']"
1771,"[815.0, 1230.0, 74, 'r']"
1772,"[820.0, 1248.0, 5, 'r']"
1773,"[846.0, 1175.0, 32, 'r']"
1774,"[848.0, 1189.0, 9, 'r']"
1776,"[435.0, 1162.0, 13, 'r']"
1777,"[289.0, 1160.0, 15, 'r']"
1781,"[753.0, 239.0, 21, 'r']"
1782,"[466.0, 345.0, 11, 'r']"
1783,"[468.0, 348.0, 12, 'r']"
1784,"[593.0, 389.0, 15, 'r']"
1785,"[526.0, 432.0, 14, 'r']"
1786,"[643.0, 454.0, 10, 'r']"
1789,"[594.0, 403.0, 11, 'r']"
1790,"[465.0, 343.0, 19, 'r']"
1794,"[625, 484, 20, 'e']"
1795,"[465.0, 344.0, 60, 'r']"
1797,"[502.0, 437.0, 14, 'r']"
1799,"[564.0, 408.0, 33, 'r']"
1800,"[465.0, 568.0, 18, 'r']"
1801,"[468.0, 349.0, 12, 'r']"
1803,"[525.0, 432.0, 12, 'r']"
1804,"[702.0, 455.0, 7, 'r']"
1805,"[457.0, 460.0, 12, 'r']"
1806,"[594.0, 389.0, 14, 'r']"
1809,"[466.0, 347.0, 12, 'r']"
1810,"[754, 243, 21, 'e']"
1811,"[693.0, 456.0, 13, 'r']"
1812,"[680.0, 294.0, 16, 'r']"
1813,"[556.0, 534.0, 18, 'r']"
1814,"[714.0, 448.0, 13, 'r']"
1815,"[466.0, 347.0, 32, 'r']"
1816,"[466.0, 344.0, 16, 'r']"
1817,"[703.0, 306.0, 13, 'r']"
1818,"[465.0, 348.0, 13, 'r']"
1821,"[709.0, 307.0, 7, 'r']"
1822,"[465.0, 348.0, 10, 'r']"
1823,"[593.0, 388.0, 20, 'r']"
1824,"[629.0, 376.0, 13, 'r']"
1825,"[495.0, 328.0, 6, 'r']"
1826,"[465.0, 348.0, 18, 'r']"
1827,"[667.0, 244.0, 18, 'r']"
1828,"[643.0, 454.0, 10, 'r']"
1830,"[754.0, 239.0, 4, 'r']"
1831,"[711.0, 453.0, 15, 'r']"
1832,"[553.0, 532.0, 27, 'r']"
1833,"[453.0, 485.0, 23, 'r']"
1835,"[753, 242, 44, 'r']"
1836,"[453.0, 482.0, 33, 'r']"
1837,"[419.0, 368.0, 15, 'r']"
1838,"[417.0, 392.0, 8, 'r']"
1839,"[631.0, 281.0, 15, 'r']"
1840,"[543.0, 453.0, 15, 'r']"
1841,"[502.0, 436.0, 16, 'r']"
1842,"[740.0, 255.0, 21, 'r']"
1843,"[464.0, 477.0, 18, 'r']"
1844,"[418.0, 391.0, 11, 'r']"
1845,"[753.0, 241.0, 14, 'r']"
1846,"[591.0, 388.0, 13, 'r']"
1847,"[461.0, 335.0, 6, 'r']"
1848,"[402.0, 363.0, 5, 'r']"
1849,"[496.0, 439.0, 21, 'r']"
1850,"[402.0, 362.0, 5, 'r']"
1851,"[467.0, 348.0, 23, 'r']"
1852,"[465.0, 344.0, 45, 'r']"
1853,"[751.0, 241.0, 13, 'r']"
1855,"[459.0, 563.0, 14, 'r']"
1856,"[535.0, 490.0, 12, 'r']"
1857,"[692.0, 456.0, 21, 'r']"
1858,"[468.0, 348.0, 13, 'r']"
1859,"[554.0, 533.0, 10, 'r']"
1860,"[616.0, 283.0, 15, 'r']"
1862,"[467, 346, 16, 'e']"
1863,"[512.0, 434.0, 21, 'r']"
1864,"[498.0, 438.0, 20, 'r']"
1866,"[663.0, 396.0, 12, 'r']"
1868,"[464.0, 344.0, 15, 'r']"
1869,"[402.0, 543.0, 44, 'r']"
1871,"[338.0, 500.0, 5, 'r']"
1872,"[409.0, 528.0, 17, 'r']"
1873,"[403.0, 542.0, 15, 'r']"
1874,"[389.0, 437.0, 14, 'r']"
1875,"[404.0, 439.0, 5, 'r']"
1877,"[336.0, 504.0, 7, 'r']"
1878,"[331.0, 478.0, 43, 'r']"
1880,"[351.0, 523.0, 21, 'r']"
1882,"[342.0, 492.0, 10, 'r']"
1883,"[384.0, 439.0, 5, 'r']"
1884,"[327.0, 479.0, 8, 'r']"
1887,"[117.0, 758.0, 10, 'r']"
1888,"[117.0, 757.0, 16, 'r']"
1889,"[117.0, 758.0, 17, 'r']"
1890,"[82, 516, 27, 'e']"
1891,"[121.0, 745.0, 26, 'r']"
1892,"[113, 694, 18, 'e']"
1893,"[55, 638, 29, 'e']"
1894,"[53.0, 640.0, 15, 'r']"
1895,"[293.0, 541.0, 15, 'r']"
1896,"[363, 689, 28, 'e']"
1897,"[230.0, 616.0, 11, 'r']"
1899,"[231.0, 617.0, 9, 'r']"
1900,"[263.0, 647.0, 14, 'r']"
1901,"[119, 748, 55, 'e']"
1902,"[265.0, 543.0, 12, 'r']"
1903,"[439.0, 505.0, 14, 'r']"
1905,"[117.0, 757.0, 9, 'r']"
1906,"[297.0, 620.0, 12, 'r']"
1907,"[298.0, 621.0, 12, 'r']"
1908,"[53, 641, 13, 'e']"
1909,"[107.0, 542.0, 15, 'r']"
1910,"[56.0, 636.0, 23, 'r']"
1911,"[108.0, 541.0, 9, 'r']"
1912,"[119.0, 748.0, 30, 'r']"
1913,"[50.0, 645.0, 12, 'r']"
1915,"[227.0, 613.0, 10, 'r']"
1916,"[231.0, 616.0, 14, 'r']"
1917,"[132.0, 725.0, 11, 'r']"
1921,"[363.0, 686.0, 21, 'r']"
1923,"[252.0, 625.0, 10, 'r']"
1925,"[294.0, 540.0, 15, 'r']"
1926,"[227.0, 613.0, 9, 'r']"
1928,"[120.0, 745.0, 19, 'r']"
1930,"[232, 616, 23, 'e']"
1931,"[108.0, 540.0, 21, 'r']"
1934,"[314.0, 1140.0, 17, 'r']"
1935,"[187.0, 824.0, 13, 'r']"
1936,"[313.0, 1140.0, 21, 'r']"
1937,"[382.0, 910.0, 69, 'r']"
1938,"[245.0, 837.0, 10, 'r']"
1939,"[359.0, 909.0, 24, 'r']"
1940,"[342.0, 980.0, 26, 'r']"
1941,"[359.0, 908.0, 35, 'r']"
1942,"[345.0, 992.0, 18, 'r']"
1943,"[415.0, 1141.0, 28, 'r']"
1944,"[414, 1139, 43, 'e']"
1945,"[378.0, 1101.0, 20, 'r']"
1946,"[198, 752, 41, 'e']"
1947,"[359.0, 908.0, 18, 'r']"
1948,"[376.0, 1100.0, 9, 'r']"
1949,"[193.0, 853.0, 18, 'r']"
1950,"[378.0, 1104.0, 6, 'r']"
1951,"[312.0, 1140.0, 13, 'r']"
1952,"[164.0, 887.0, 39, 'r']"
1953,"[264.0, 830.0, 23, 'r']"
1954,"[312.0, 1140.0, 14, 'r']"
1955,"[293.0, 910.0, 11, 'r']"
1956,"[362.0, 916.0, 5, 'r']"
1957,"[371.0, 962.0, 12, 'r']"
1958,"[250.0, 871.0, 10, 'r']"
1959,"[299.0, 847.0, 11, 'r']"
1960,"[363.0, 1109.0, 17, 'r']"
1961,"[165.0, 884.0, 6, 'r']"
1962,"[317.0, 935.0, 11, 'r']"
1963,"[296.0, 1149.0, 16, 'r']"
1964,"[366.0, 1009.0, 7, 'r']"
1965,"[189.0, 870.0, 29, 'r']"
1966,"[193, 855, 22, 'e']"
1967,"[368.0, 1008.0, 7, 'r']"
1968,"[357.0, 1034.0, 39, 'r']"
1969,"[357.0, 1036.0, 18, 'r']"
1972,"[415.0, 1143.0, 37, 'r']"
1974,"[257.0, 791.0, 42, 'r']"
1975,"[262.0, 814.0, 9, 'r']"
1976,"[381, 910, 27, 'e']"
1977,"[339.0, 1012.0, 14, 'r']"
1978,"[318.0, 933.0, 12, 'r']"
1981,"[165.0, 886.0, 25, 'r']"
1982,"[165.0, 886.0, 12, 'r']"
1984,"[362.0, 1062.0, 13, 'r']"
1985,"[231.0, 764.0, 9, 'r']"
1986,"[259.0, 787.0, 15, 'r']"
1987,"[231.0, 764.0, 10, 'r']"
1988,"[242.0, 908.0, 19, 'r']"
1990,"[241.0, 908.0, 49, 'r']"
1991,"[231.0, 764.0, 9, 'r']"
1992,"[314.0, 1140.0, 17, 'r']"
1993,"[381.0, 910.0, 41, 'r']"
1994,"[243.0, 909.0, 58, 'r']"
1995,"[165.0, 884.0, 6, 'r']"
1996,"[313.0, 1140.0, 16, 'r']"
1998,"[362.0, 1021.0, 15, 'r']"
1999,"[311.0, 1140.0, 14, 'r']"
2000,"[349, 1107, 21, 'e']"
2002,"[160.0, 894.0, 20, 'r']"
2003,"[247.0, 892.0, 17, 'r']"
2004,"[341.0, 980.0, 20, 'r']"
2006,"[224.0, 801.0, 39, 'r']"
2007,"[411.0, 1126.0, 37, 'r']"
2008,"[350.0, 909.0, 30, 'r']"
2009,"[365.0, 1005.0, 7, 'r']"
2011,"[415.0, 1129.0, 35, 'r']"
2012,"[179.0, 872.0, 10, 'r']"
2013,"[316.0, 935.0, 10, 'r']"
2014,"[371.0, 962.0, 14, 'r']"
2015,"[317.0, 934.0, 10, 'r']"
2017,"[190.0, 751.0, 15, 'r']"
2018,"[339.0, 985.0, 23, 'r']"
2019,"[244.0, 909.0, 29, 'r']"
2020,"[370.0, 962.0, 13, 'r']"
2021,"[251.0, 872.0, 38, 'r']"
2022,"[342.0, 1002.0, 24, 'r']"
2027,"[192, 856, 30, 'e']"
2028,"[225.0, 892.0, 39, 'r']"
2029,"[290.0, 910.0, 9, 'r']"
2030,"[291.0, 910.0, 9, 'r']"
2031,"[340.0, 984.0, 18, 'r']"
2034,"[313.0, 1140.0, 14, 'r']"
2038,"[2047.0, 522.0, 5, 'r']"
2039,"[2049.0, 526.0, 12, 'r']"
2040,"[2035.0, 551.0, 124, 'r']"
2041,"[2044.0, 536.0, 26, 'r']"
2042,"[2039.0, 552.0, 11, 'r']"
2043,"[2047.0, 533.0, 15, 'r']"
2044,"[2044.0, 536.0, 42, 'r']"
2045,"[2040.0, 511.0, 26, 'r']"
2046,"[2034.0, 552.0, 21, 'r']"
2048,"[2046.0, 535.0, 76, 'r']"
2049,"[2049.0, 547.0, 73, 'r']"
2050,"[2043.0, 537.0, 50, 'r']"
2051,"[2039.0, 551.0, 16, 'r']"
2052,"[2035.0, 552.0, 36, 'r']"
2053,"[2039.0, 551.0, 15, 'r']"
2054,"[2040.0, 551.0, 15, 'r']"
2055,"[2044.0, 537.0, 43, 'r']"
2056,"[2040.0, 551.0, 26, 'r']"
2057,"[2047.0, 547.0, 24, 'r']"
2058,"[2046.0, 539.0, 12, 'r']"
2059,"[2056.0, 552.0, 17, 'r']"
2060,"[2039.0, 551.0, 14, 'r']"
2061,"[2047.0, 547.0, 34, 'r']"
2062,"[2038.0, 550.0, 17, 'r']"
2063,"[2048.0, 520.0, 5, 'r']"
2064,"[2040.0, 512.0, 29, 'r']"
2066,"[2057.0, 549.0, 56, 'r']"
2067,"[2039.0, 551.0, 16, 'r']"
2068,"[2045.0, 533.0, 22, 'r']"
2070,"[2036.0, 551.0, 25, 'r']"
2071,"[2053.0, 536.0, 35, 'r']"
process time,48.53414511680603
